sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Pixel_DistanceToNOCentroid,Pixel_DistanceToNWCentroid,Pixel_DistanceToSOCentroid,Pixel_DistanceToSWCentroid,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Lat,Pixel_Long,CV_Fold_Random,CV_Fold_Spatial
S1329,961.0,27.5331530673779,662.265319824219,208.500279432622,62.8983268737793,0,922.0,3366.0,2554.0,0.93858003616333,0.343809127807617,951.0,0.88459849357605,-1.0,0.0,0.0,139.665237426758,5804.7705078125,181.60774230957,39.747142791748,186.327377319336,54.4500617980957,8665.2939453125,2258.27294921875,11337.224609375,17744.24609375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,8.0,54.5791664123535,-117.970832824707,10,7
S3716,1374.0,68.5170106740064,478.198791503906,259.550267605993,101.296653747559,68,889.0,1573.0,2714.0,0.798304915428162,0.602185845375061,938.0,4.28560733795166,-2.0625,0.0,7.08830165863037,0.0,2446.87133789063,200.0,42.768238067627,14.2968845367432,81.187240600586,2147.0400390625,10161.6171875,17855.478515625,9840.9033203125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,51.1189994812012,40.8541679382324,115.820831298828,5,3
S1101,1217.0,170.318564477621,1484.84899902344,308.285678408648,56.3016815185547,51,420.0,2605.0,3683.0,-0.765467047691345,0.553896188735962,156.5,11.6929740905762,-8.125,0.0,0.0,23.2577781677246,7521.8095703125,199.26676940918,31.8555011749268,21.7107906341553,61.3572502136231,2508.9130859375,11473.138671875,17493.60546875,8529.3798828125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,34.9980010986328,29.6708335876465,111.054168701172,9,10
S6952,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,5.0,19.8208332061768,-155.329162597656,4,4
S4661,1176.0,185.516441655392,1545.06701660156,331.516441655392,41.1983489990234,100,865.0,3407.0,2064.0,0.897467315196991,-0.440107077360153,125.0,1.89179873466492,0.6875,0.0,204.668762207031,3.32586669921875,4231.673828125,200.0,30.1900615692139,15.6783819198608,61.8697700500488,2807.36303710938,11761.8564453125,17195.15625,8240.6640625,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,14.0,26.7625007629395,111.870834350586,10,10
S7697,1447.99987792969,100.667510631422,543.984619140625,273.684238449422,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,7393.02783203125,6998.64599609375,12609.4912109375,13003.8740234375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,8.5,37.404167175293,-2.83750009536743,10,6
S3979,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5875.6279296875,7040.921875,14126.8916015625,12961.5966796875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,28.4969997406006,48.4625015258789,9.46249961853027,6,3
S6004,735.0,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,4405.162109375,7193.05908203125,15597.3583984375,12809.4609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,13.4519996643066,58.2958335876465,27.2625007629395,7,2
S1649,1365.0,176.5,1744.26416015625,326.5,46.1999740600586,100,575.0,3615.0,3060.0,0.909313082695007,0.313248932361603,40.0,1.20743715763092,-0.0625,0.0,32.0006675720215,0.5575110912323,3712.64086914063,200.0,26.8980884552002,13.1136016845703,61.018482208252,2851.19506835938,11383.2158203125,17151.32421875,8619.3037109375,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,35.5,29.2875003814697,115.720832824707,8,10
S5264,1145.0,102.566172042996,670.25146484375,273.532921785246,83.3950042724609,69,958.0,1534.0,2598.0,-0.319207072257996,0.27205228805542,1384.5,8.64474105834961,12.6875,0.0,0.0,0.967466652393341,4373.3505859375,200.0,25.233793258667,16.7639579772949,79.6359481811524,1838.93103027344,10968.232421875,18163.587890625,9034.287109375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.0,35.1208343505859,107.412498474121,9,1
S4931,921.0,66.5,1030.853515625,257.483282154,14.8999996185303,76,384.0,-542.0,2795.0,-0.316227436065674,0.707107126712799,17.5,0.134805351495743,-0.0625,0.0,2.37628841400147,0.868444442749023,4527.15087890625,200.0,29.2360038757324,72.0845489501953,59.0634002685547,9831.203125,1302.62097167969,10171.31640625,18699.8984375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,11.9989995956421,45.720832824707,-73.3708343505859,10,7
S4429,1169.0,77.9494617463713,1410.67822265625,255.916315821641,59.9999694824219,0,663.0,3571.0,3220.0,-0.971832394599915,-0.235622525215149,1116.5,19.1055755615234,-8.875,0.0,0.0,234.153961181641,7047.44189453125,200.0,54.1152801513672,168.619918823242,56.3251419067383,9691.4580078125,2553.39404296875,10311.0615234375,17449.126953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,19.5,43.6375007629395,-122.162498474121,1,8
S7269,1142.0,141.432762378119,1793.455078125,217.499458524234,49.6950073242188,0,585.0,4005.0,4251.0,-0.0082770371809601,-0.980776429176331,158.5,6.6060037612915,-4.9375,0.285926967859268,0.0133616589009762,68.9662246704102,10998.2001953125,189.464462280273,54.3281631469727,65.0556030273438,53.7201194763184,7481.13720703125,6302.18798828125,12521.3818359375,13700.3310546875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,41.7125015258789,-8.83749961853027,1,10
S1438,1456.0,170.849105205443,734.904113769531,247.81589860506,66.6999969482422,25,668.0,2643.0,3485.0,0.665529608726502,0.738289594650269,211.5,22.5344085693359,-4.0,0.0,13.0805282592773,46.2712898254395,11289.1181640625,154.939163208008,40.3815803527832,57.8516120910645,68.5906448364258,6301.27685546875,7964.20703125,13701.2421875,12038.3115234375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0000000008073,35.9980010986328,37.9625015258789,12.0708332061768,1,1
S3509,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,18.4979991912842,19.8208332061768,-155.329162597656,5,4
S6473,919.0,27.5331529454299,589.023559570313,215.53315294543,60.8033142089844,0,1163.0,2262.0,3008.0,-0.971019446849823,0.238427251577377,1088.5,1.72319483757019,1.6875,0.0,0.0,124.797691345215,5565.90478515625,200.0,37.8376693725586,112.68669128418,59.6017990112305,8819.2998046875,2157.40405273438,11183.21875,17845.115234375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.0,53.3208351135254,-116.970832824707,2,7
S5458,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,29.6200008392334,19.8208332061768,-155.329162597656,6,4
S1148,624.0,34.5,706.238708496094,201.5,31.7983512878418,0,604.0,368.0,2938.0,0.916384696960449,-0.396460622549057,97.0,0.437288582324982,-0.5,0.0,0.862763285636902,32.8787536621094,6041.09375,200.0,45.3052520751953,111.15495300293,49.1107063293457,4516.490234375,6667.72509765625,15486.029296875,13334.794921875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,43.4990005493164,63.4124984741211,23.9208335876465,9,7
S7182,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,12.2320003509521,19.8291664123535,-155.304168701172,1,4
S3943,1299.0,225.265601929406,1177.38513183594,316.248880407406,78.6016693115234,59,1912.0,3704.0,1052.0,-0.772095441818237,-0.456646412611008,284.0,6.2477617263794,-10.1875,0.0,836.351989746094,10.3571557998657,5763.4453125,200.0,31.6461753845215,18.9283428192139,63.7507171630859,2723.85009765625,12164.775390625,17278.669921875,7837.7451171875,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,94.1490020751953,24.2875003814697,106.237503051758,2,1
S5249,1168.0,111.467234058362,523.553466796875,285.450788331814,82.3999710083008,100,586.0,2606.0,4155.0,-0.423629641532898,-0.780689656734467,1205.5,9.64053726196289,0.625,0.0,0.0,0.0,4649.35302734375,200.0,33.2154083251953,16.0914001464844,78.7630004882813,1821.98596191406,10948.2880859375,18180.533203125,9054.2314453125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,30.1599998474121,35.3125,107.370834350586,2,1
S2079,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5875.6279296875,7040.921875,14126.8916015625,12961.5966796875,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,23.9979991912842,48.4625015258789,9.46249961853027,3,3
S1598,1527.0,244.565498259969,3855.56298828125,296.548770257969,51.3050155639649,0,236.0,2654.0,4689.0,0.22740426659584,-0.913005709648132,290.5,8.6318531036377,11.625,0.0,0.0,283.356262207031,9427.8212890625,200.0,40.0603179931641,34.1496810913086,45.8859176635742,13359.62109375,5787.009765625,6642.89794921875,14215.509765625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,26.488000869751,4.55416679382324,-52.2125015258789,3,8
S5091,672.0,63.5,590.241882324219,194.5,29.0016765594482,0,1275.0,3328.0,2435.0,-0.703366756439209,-0.364689409732819,15.0,1.14494371414185,1.1875,0.0,0.0,82.6408920288086,6405.796875,129.935516357422,56.0279960632324,123.779304504395,51.2881011962891,4782.48388671875,6727.14111328125,15220.0361328125,13275.37890625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99999999987017,13.6569995880127,60.3375015258789,19.8041667938232,3,10
S3051,1733.0,251.5,1587.11352539063,295.5,80.0016784667969,100,705.0,-149.0,2644.0,0.922681748867035,-0.243988707661629,36.0,0.745915055274963,-0.5625,0.0,12.1114797592163,0.277333319187164,6908.87353515625,200.0,51.8371696472168,14.5131759643555,62.1334419250488,3426.13403320313,12725.53515625,16576.384765625,7276.98388671875,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,86.4980010986328,18.4624996185303,108.979164123535,4,9
S1411,1245.0,142.48327365,577.70849609375,299.5,76.3999710083008,100,1418.0,724.0,981.0,-0.997002303600311,6.27832946520357e-07,537.5,0.695493459701538,0.0,0.0,266.268493652344,0.0,5357.83349609375,200.0,26.1851711273193,12.3106803894043,79.8114013671875,1947.52001953125,11036.9990234375,18054.998046875,8965.521484375,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,16.5,34.345832824707,108.162498474121,4,1
S4089,1475.0,114.499437743574,369.204772949219,307.516243745567,90.8983001708984,5,1759.0,2256.0,2142.0,0.592140257358551,0.638917624950409,807.0,3.3087317943573,-4.0,0.0,104.073081970215,0.0,2569.32275390625,200.0,42.6571655273438,9.58901023864746,81.9229354858399,1887.53503417969,10655.96875,18114.984375,9346.55078125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,18.5,37.4625015258789,110.287498474121,5,1
S3704,804.0,83.5666806131227,661.466003417969,216.566937319996,12.9983520507813,47,880.0,3692.0,2171.0,0.994006514549255,-0.10653193295002,299.5,8.25726318359375,-3.5,0.0,0.0,82.0350189208985,6237.53271484375,200.0,30.2431030273438,39.9774856567383,58.9877967834473,5686.45703125,6921.60888671875,14316.0615234375,13080.9111328125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,11.996000289917,50.970832824707,10.4041662216187,6,3
S1437,1663.0,187.466806697325,312.948638916016,278.516491752676,85.8999404907227,0,227.0,2704.0,7343.0,0.948683261871338,-0.282942593097687,136.5,0.630972981452942,-0.375,0.0,4.39264392852783,0.0,4646.89892578125,200.0,47.3348846435547,15.4093446731567,72.5486450195313,8294.064453125,6898.57421875,11708.455078125,13103.9453125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,45.5,31.5125007629395,-9.65416622161865,1,10
S4222,1764.0,247.5,1121.76147460937,331.5,86.5999984741211,18,357.0,1970.0,3870.0,0.31622725725174,0.353553652763367,28.0,0.180314883589745,0.25,1.68552076816559,0.0,42.5550231933594,8134.94921875,200.0,64.4683074951172,13.4860734939575,62.6426887512207,9025.74609375,14155.7744140625,10976.7744140625,5846.74609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,9.99899959564209,-18.9375,34.4541664123535,5,10
S5346,669.0,64.5,575.2333984375,187.516762441999,28.1033229827881,0,813.000000020946,3141.00000008109,922.000000023773,0.3162265122235,-0.948683738725638,0.0,0.0,0.0,0.0,1.03011238574982,17.7754669189453,4804.60009765625,134.140228271484,58.881721496582,136.617736816406,54.5458793640137,4799.658203125,6724.15087890625,15202.861328125,13278.369140625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,19.9930000305176,60.220832824707,19.5375003814697,7,10
S1954,1244.0,142.5,607.194641113281,298.466749828739,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,1945.18200683594,11045.357421875,18057.337890625,8957.162109375,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,36.4990005493164,34.2874984741211,108.0625,8,1
S3871,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,18.1630001068115,19.8208332061768,-155.329162597656,7,4
S4126,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,17.9950008392334,19.8208332061768,-155.329162597656,8,4
S1793,672.0,64.5,570.271484375,197.500280583665,28.4016761779785,0,1258.0,4590.0,1246.0,-0.743987917900085,6.27832946520357e-07,1.0,0.445583701133728,-0.25,0.0,0.40443480014801,70.7967987060547,6242.4638671875,139.825057983398,50.6221466064453,132.990142822266,50.9512939453125,4792.62890625,6730.423828125,15209.8896484375,13272.095703125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99999999974133,26.6650009155273,60.2125015258789,19.6708335876465,2,10
S4498,965.0,8.54960906373533,692.359130859375,192.533192298867,63.6033401489258,0,1038.0,-295.0,2246.0,0.328473031520844,-0.405693888664246,1318.5,3.92698192596436,4.625,0.143388524651527,0.0,130.723373413086,5128.4990234375,199.5625,40.7864189147949,155.768829345703,53.9133071899414,8697.361328125,2278.01098632813,11305.158203125,17724.5078125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,54.1624984741211,-118.487503051758,3,7
S3053,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,10264.6396484375,6545.380859375,9737.8798828125,13457.1376953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,14.0,19.8208332061768,-155.3125,5,4
S6908,1260.0,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,10264.0771484375,6546.0380859375,9738.4423828125,13456.482421875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,5.0,19.8208332061768,-155.320831298828,9,4
S1939,1244.0,142.5,607.194641113281,298.466749828739,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,1945.18200683594,11045.357421875,18057.337890625,8957.162109375,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,24.25,34.2874984741211,108.0625,9,1
S1135,888.0,14.5165119054057,505.026824951172,229.549759912811,39.0966796875,98,815.0,2541.0,1679.0,-0.492801070213318,0.466428577899933,216.0,0.695481479167938,1.6875,0.0466642938554287,0.0,8.25920009613037,3899.59643554688,199.090942382813,26.329984664917,86.1369476318359,64.2487335205078,1183.14904785156,8949.3828125,18819.37109375,11053.1357421875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,53.125,54.6624984741211,83.1041641235352,4,2
S5401,1462.0,222.483560278756,2005.14147949219,308.516525001241,64.1966552734375,91,270.0,161.0,4772.0,-0.564998984336853,-0.73213118314743,147.5,3.10475063323975,-0.6875,0.0,1.22159171104431,30.191822052002,5553.3662109375,200.0,40.3573112487793,21.7605724334717,57.7438774108887,3090.64599609375,12243.98046875,16911.873046875,7758.5390625,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,57.4949989318848,22.6375007629395,110.304168701172,6,10
S6167,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,10263.935546875,6544.77490234375,9738.5830078125,13457.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,19.1079998016357,19.8291664123535,-155.3125,7,4
S7673,930.0,5.51677426599781,658.813171386719,195.516774265998,62.3016738891602,0,1484.0,4636.0,2134.0,-0.525750637054443,-0.475914299488068,1394.5,2.24482536315918,2.0,0.0,0.0,73.8960037231445,5684.1162109375,197.747589111328,41.0248718261719,136.071273803711,55.1638412475586,8800.9248046875,2183.28198242188,11201.59375,17819.236328125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,2.33299994468689,53.4208335876465,-117.329170227051,4,7
S3902,670.0,62.5002805868139,610.696838378906,186.466779126816,29.7016773223877,0,1066.0,1206.0,1917.0,-0.425828874111176,0.581057786941528,3.0,0.96534138917923,-0.4375,0.0,5.37165260314941,66.1125335693359,6513.29541015625,159.553558349609,53.4773025512695,119.185501098633,51.0307006835938,4775.5341796875,6731.8359375,15226.986328125,13270.6826171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,34.1640014648438,60.345832824707,19.9291667938232,10,10
S3738,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,10263.935546875,6544.77490234375,9738.5830078125,13457.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,17.5,19.8291664123535,-155.3125,8,4
S1984,1747.0,168.516722254,924.84130859375,284.516722254,72.2983551025391,100,1123.0,2322.0,1402.0,-0.401817262172699,0.900305330753326,467.0,0.455626428127289,0.1875,0.0,4.50047636032105,0.337066680192947,3423.9111328125,200.0,48.9526863098145,14.619704246521,65.5662460327149,17315.763671875,8860.3876953125,2686.75610351563,11142.130859375,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,32.5,-31.5625,-64.1875,5,1
S5112,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,10264.6396484375,6545.380859375,9737.8798828125,13457.1376953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,13.9980001449585,19.8208332061768,-155.3125,9,4
S6800,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,10263.5146484375,6546.69384765625,9739.0048828125,13455.8251953125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,22.1079998016357,19.8208332061768,-155.329162597656,10,4
S5270,1260.0,37.516730037999,377.614898681641,248.499921159994,104.70002746582,48,746.0,3307.0,3786.0,0.990330457687378,0.0856757462024689,1343.0,0.904352128505707,-0.625,0.0,0.0,0.0,2077.00756835938,200.0,51.2353324890137,26.3958492279053,80.686408996582,2139.90893554688,10025.7158203125,17862.609375,9976.802734375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,43.9930000305176,42.029167175293,116.279167175293,6,3
S5585,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10264.498046875,6544.119140625,9738.021484375,13458.4013671875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,11.9940004348755,19.8291664123535,-155.304168701172,10,4
S4562,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,10263.935546875,6544.77490234375,9738.5830078125,13457.7451171875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,14.1669998168945,19.8291664123535,-155.3125,1,4
S1398,1763.0,241.499719937274,1167.29895019531,323.483230522001,85.6983261108399,18,164.0,2152.0,7027.0,0.0061715585179626,-0.944514513015747,137.5,2.60465264320374,1.625,2.7751350402832,0.0,64.3203582763672,7755.4619140625,199.739562988281,66.8351211547852,19.7186641693115,57.8893280029297,9047.7841796875,14140.7392578125,10954.7353515625,5861.77978515625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,19.9990005493164,-19.0041675567627,34.1958351135254,6,10
S2405,2481.0,204.500280643853,305.008422851563,363.500280643853,45.3983192443848,0,323.0,482.0,8730.0,-0.0452674850821495,0.920199155807495,370.5,1.07274079322815,0.1875,0.0,0.0,1.31697773933411,1671.30908203125,115.08073425293,68.7537155151367,12.3178787231445,68.208137512207,8636.8994140625,17057.90234375,11365.6201171875,2944.61694335938,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1.0,-29.1208324432373,116.870834350586,2,9
